date,commodity,price
2024-08-11,DAGING Daging Sapi Sandung Lamur,120000.0
2024-08-11,DAGING Daging Sapi Tetelan,78333.0
2024-08-11,GARAM BERYODIUM Halus,10000.0
2024-08-11,GULA PASIR CURAH Curah,16667.0
2024-08-11,GULA PASIR CURAH PSM,18000.0
2024-08-11,IKAN ASIN TERI,78333.0
2024-08-11,IKAN SEGAR Kembung,28333.666666666668
2024-08-11,IKAN SEGAR Tongkol,25000.0
2024-08-11,JERUK LOKAL,20000.0
2024-08-11,KACANG KEDELAI Impor,15167.0
2024-08-11,KACANG-KACANGAN Kacang Hijau,23333.0
2024-08-11,KACANG-KACANGAN Kacang Tanah,27667.0
2024-08-11,KETELA POHON,3500.0
2024-08-11,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-08-11,MINYAK GORENG Fortune,17000.0
2024-08-11,MINYAK GORENG Minyak Kita,16000.0
2024-08-11,PISANG AMBON,10000.0
2024-08-11,SUSU BUBUK Dancow Vanila,55000.0
2024-08-11,SUSU BUBUK SGM Vanila,45000.0
2024-08-11,SUSU KENTAL MANIS Merk Frisian Flag Vanila,12667.0
2024-08-11,TAHU PUTIH,16000.0
2024-08-11,TELUR  Telur Ayam Broiler/Ras,30400.0
2024-08-11,TELUR  Telur Ayam Kampung,91000.0
2024-08-11,TEMPE,11300.0
2024-08-11,TEPUNG TERIGU Segi Tiga Biru (kw Medium),12667.0
2024-08-11,UDANG BASAH UK. SEDANG,68889.0
2024-08-12,BAWANG BOMBAY,33333.0
2024-08-12,BAWANG MERAH Lokal,22000.0
2024-08-12,BAWANG PUTIH HONAN,38000.0
2024-08-12,BERAS MEDIUM Matahari,14000.0
2024-08-12,BERAS MEDIUM Sendok,14000.0
2024-08-12,BERAS PREMIUM 118/AAA,15133.0
2024-08-12,BERAS PREMIUM RM,15133.0
2024-08-12,CABE MERAH Besar,50000.0
2024-08-12,CABE MERAH Keriting,50000.0
2024-08-12,CABE RAWIT Hijau,64667.0
2024-08-12,CABE RAWIT Merah,82667.0
2024-08-12,DAGING Daging Ayam Broiler (Bersih),35000.0
2024-08-12,DAGING Daging Sapi Paha Belakang,131667.0
2024-08-12,DAGING Daging Sapi Paha Depan,131667.0
2024-08-12,DAGING Daging Sapi Sandung Lamur,120000.0
2024-08-12,DAGING Daging Sapi Tetelan,78333.0
2024-08-12,GARAM BERYODIUM Halus,10000.0
2024-08-12,GULA PASIR CURAH Curah,16667.0
2024-08-12,GULA PASIR CURAH PSM,18000.0
2024-08-12,IKAN ASIN TERI,78333.0
2024-08-12,IKAN SEGAR Kembung,26667.0
2024-08-12,IKAN SEGAR Tongkol,25000.0
2024-08-12,JERUK LOKAL,20000.0
2024-08-12,KACANG KEDELAI Impor,15167.0
2024-08-12,KACANG-KACANGAN Kacang Hijau,23333.0
2024-08-12,KACANG-KACANGAN Kacang Tanah,27667.0
2024-08-12,KETELA POHON,3500.0
2024-08-12,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-08-12,MINYAK GORENG Fortune,17000.0
2024-08-12,MINYAK GORENG Minyak Kita,16000.0
2024-08-12,PISANG AMBON,10000.0
2024-08-12,SUSU BUBUK Dancow Vanila,55000.0
2024-08-12,SUSU BUBUK SGM Vanila,45000.0
2024-08-12,SUSU KENTAL MANIS Merk Frisian Flag Vanila,12667.0
2024-08-12,TAHU PUTIH,16000.0
2024-08-12,TELUR  Telur Ayam Broiler/Ras,30400.0
2024-08-12,TELUR  Telur Ayam Kampung,91000.0
2024-08-12,TEMPE,11200.0
2024-08-12,TEPUNG TERIGU Segi Tiga Biru (kw Medium),12667.0
2024-08-12,UDANG BASAH UK. SEDANG,66667.0
2024-08-13,BAWANG BOMBAY,33333.0
2024-08-13,BAWANG MERAH Lokal,22000.0
2024-08-13,BAWANG PUTIH HONAN,38000.0
2024-08-13,BERAS MEDIUM Matahari,14000.0
2024-08-13,BERAS MEDIUM Sendok,14000.0
2024-08-13,BERAS PREMIUM 118/AAA,15133.0
2024-08-13,BERAS PREMIUM RM,15133.0
2024-08-13,CABE MERAH Besar,50000.0
2024-08-13,CABE MERAH Keriting,50000.0
2024-08-13,CABE RAWIT Hijau,65000.0
2024-08-13,CABE RAWIT Merah,83333.0
2024-08-13,DAGING Daging Ayam Broiler (Bersih),33667.0
2024-08-13,DAGING Daging Sapi Paha Belakang,133333.0
2024-08-13,DAGING Daging Sapi Paha Depan,133333.0
2024-08-13,DAGING Daging Sapi Sandung Lamur,120000.0
2024-08-13,DAGING Daging Sapi Tetelan,78333.0
2024-08-13,GARAM BERYODIUM Halus,10000.0
2024-08-13,GULA PASIR CURAH Curah,16667.0
2024-08-13,GULA PASIR CURAH PSM,18000.0
2024-08-13,IKAN ASIN TERI,78333.0
2024-08-13,IKAN SEGAR Kembung,30000.0
2024-08-13,IKAN SEGAR Tongkol,26667.0
2024-08-13,JERUK LOKAL,21667.0
2024-08-13,KACANG KEDELAI Impor,15167.0
2024-08-13,KACANG-KACANGAN Kacang Hijau,23333.0
2024-08-13,KACANG-KACANGAN Kacang Tanah,27667.0
2024-08-13,KETELA POHON,3500.0
2024-08-13,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-08-13,MINYAK GORENG Fortune,17000.0
2024-08-13,MINYAK GORENG Minyak Kita,16000.0
2024-08-13,PISANG AMBON,10667.0
2024-08-13,SUSU BUBUK Dancow Vanila,55000.0
2024-08-13,SUSU BUBUK SGM Vanila,45000.0
2024-08-13,SUSU KENTAL MANIS Merk Frisian Flag Vanila,12667.0
2024-08-13,TAHU PUTIH,16000.0
2024-08-13,TELUR  Telur Ayam Broiler/Ras,30400.0
2024-08-13,TELUR  Telur Ayam Kampung,91000.0
2024-08-13,TEMPE,11500.0
2024-08-13,TEPUNG TERIGU Segi Tiga Biru (kw Medium),12667.0
2024-08-13,UDANG BASAH UK. SEDANG,70000.0
2024-08-14,BAWANG BOMBAY,32667.0
2024-08-14,BAWANG MERAH Lokal,22000.0
2024-08-14,BAWANG PUTIH HONAN,38000.0
2024-08-14,BERAS MEDIUM Matahari,14000.0
2024-08-14,BERAS MEDIUM Sendok,14000.0
2024-08-14,BERAS PREMIUM 118/AAA,15133.0
2024-08-14,BERAS PREMIUM RM,15133.0
2024-08-14,CABE MERAH Besar,47667.0
2024-08-14,CABE MERAH Keriting,47667.0
2024-08-14,CABE RAWIT Hijau,62333.0
2024-08-14,CABE RAWIT Merah,80000.0
2024-08-14,DAGING Daging Ayam Broiler (Bersih),33000.0
2024-08-14,DAGING Daging Sapi Paha Belakang,135000.0
2024-08-14,DAGING Daging Sapi Paha Depan,135000.0
2024-08-14,DAGING Daging Sapi Sandung Lamur,120000.0
2024-08-14,DAGING Daging Sapi Tetelan,78333.0
2024-08-14,GARAM BERYODIUM Halus,10000.0
2024-08-14,GULA PASIR CURAH Curah,16667.0
2024-08-14,GULA PASIR CURAH PSM,18000.0
2024-08-14,IKAN ASIN TERI,71667.0
2024-08-14,IKAN SEGAR Kembung,26667.0
2024-08-14,IKAN SEGAR Tongkol,28333.0
2024-08-14,JERUK LOKAL,21667.0
2024-08-14,KACANG KEDELAI Impor,15167.0
2024-08-14,KACANG-KACANGAN Kacang Hijau,23333.0
2024-08-14,KACANG-KACANGAN Kacang Tanah,27667.0
2024-08-14,KETELA POHON,3500.0
2024-08-14,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-08-14,MINYAK GORENG Fortune,17000.0
2024-08-14,MINYAK GORENG Minyak Kita,16000.0
2024-08-14,PISANG AMBON,10667.0
2024-08-14,SUSU BUBUK Dancow Vanila,55000.0
2024-08-14,SUSU BUBUK SGM Vanila,45000.0
2024-08-14,SUSU KENTAL MANIS Merk Frisian Flag Vanila,12667.0
2024-08-14,TAHU PUTIH,16000.0
2024-08-14,TELUR  Telur Ayam Broiler/Ras,30400.0
2024-08-14,TELUR  Telur Ayam Kampung,91000.0
2024-08-14,TEMPE,11500.0
2024-08-14,TEPUNG TERIGU Segi Tiga Biru (kw Medium),12667.0
2024-08-14,UDANG BASAH UK. SEDANG,70000.0
2024-08-15,BAWANG BOMBAY,32667.0
2024-08-15,BAWANG MERAH Lokal,21333.0
2024-08-15,BAWANG PUTIH HONAN,38000.0
2024-08-15,BERAS MEDIUM Matahari,14000.0
2024-08-15,BERAS MEDIUM Sendok,14000.0
2024-08-15,BERAS PREMIUM 118/AAA,15133.0
2024-08-15,BERAS PREMIUM RM,15133.0
2024-08-15,CABE MERAH Besar,46000.0
2024-08-15,CABE MERAH Keriting,46000.0
2024-08-15,CABE RAWIT Hijau,62333.0
2024-08-15,CABE RAWIT Merah,80000.0
2024-08-15,DAGING Daging Ayam Broiler (Bersih),32667.0
2024-08-15,DAGING Daging Sapi Paha Belakang,135000.0
2024-08-15,DAGING Daging Sapi Paha Depan,135000.0
2024-08-15,DAGING Daging Sapi Sandung Lamur,120000.0
2024-08-15,DAGING Daging Sapi Tetelan,78333.0
2024-08-15,GARAM BERYODIUM Halus,10000.0
2024-08-15,GULA PASIR CURAH Curah,16667.0
2024-08-15,GULA PASIR CURAH PSM,18000.0
2024-08-15,IKAN ASIN TERI,71667.0
2024-08-15,IKAN SEGAR Kembung,26667.0
2024-08-15,IKAN SEGAR Tongkol,28333.0
2024-08-15,JERUK LOKAL,21667.0
2024-08-15,KACANG KEDELAI Impor,15167.0
2024-08-15,KACANG-KACANGAN Kacang Hijau,23333.0
2024-08-15,KACANG-KACANGAN Kacang Tanah,27667.0
2024-08-15,KETELA POHON,3500.0
2024-08-15,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-08-15,MINYAK GORENG Fortune,17000.0
2024-08-15,MINYAK GORENG Minyak Kita,16000.0
2024-08-15,PISANG AMBON,10667.0
2024-08-15,SUSU BUBUK Dancow Vanila,55000.0
2024-08-15,SUSU BUBUK SGM Vanila,45000.0
2024-08-15,SUSU KENTAL MANIS Merk Frisian Flag Vanila,12667.0
2024-08-15,TAHU PUTIH,16000.0
2024-08-15,TELUR  Telur Ayam Broiler/Ras,30400.0
2024-08-15,TELUR  Telur Ayam Kampung,91000.0
2024-08-15,TEMPE,11500.0
2024-08-15,TEPUNG TERIGU Segi Tiga Biru (kw Medium),12667.0
2024-08-15,UDANG BASAH UK. SEDANG,63333.0
2024-08-16,BAWANG BOMBAY,32667.0
2024-08-16,BAWANG MERAH Lokal,20667.0
2024-08-16,BAWANG PUTIH HONAN,38000.0
2024-08-16,BERAS MEDIUM Matahari,14000.0
2024-08-16,BERAS MEDIUM Sendok,14000.0
2024-08-16,BERAS PREMIUM 118/AAA,15133.0
2024-08-16,BERAS PREMIUM RM,15133.0
2024-08-16,CABE MERAH Besar,44333.0
2024-08-16,CABE MERAH Keriting,44333.0
2024-08-16,CABE RAWIT Hijau,58333.0
2024-08-16,CABE RAWIT Merah,73333.0
2024-08-16,DAGING Daging Ayam Broiler (Bersih),32667.0
2024-08-16,DAGING Daging Sapi Paha Belakang,135000.0
2024-08-16,DAGING Daging Sapi Paha Depan,135000.0
2024-08-16,DAGING Daging Sapi Sandung Lamur,120000.0
2024-08-16,DAGING Daging Sapi Tetelan,78333.0
2024-08-16,GARAM BERYODIUM Halus,10000.0
2024-08-16,GULA PASIR CURAH Curah,16667.0
2024-08-16,GULA PASIR CURAH PSM,18000.0
2024-08-16,IKAN ASIN TERI,71667.0
2024-08-16,IKAN SEGAR Kembung,26667.0
2024-08-16,IKAN SEGAR Tongkol,26667.0
2024-08-16,JERUK LOKAL,20000.0
2024-08-16,KACANG KEDELAI Impor,15167.0
2024-08-16,KACANG-KACANGAN Kacang Hijau,23333.0
2024-08-16,KACANG-KACANGAN Kacang Tanah,27667.0
2024-08-16,KETELA POHON,3500.0
2024-08-16,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-08-16,MINYAK GORENG Fortune,17000.0
2024-08-16,MINYAK GORENG Minyak Kita,16000.0
2024-08-16,PISANG AMBON,10000.0
2024-08-16,SUSU BUBUK Dancow Vanila,55000.0
2024-08-16,SUSU BUBUK SGM Vanila,45000.0
2024-08-16,SUSU KENTAL MANIS Merk Frisian Flag Vanila,12667.0
2024-08-16,TAHU PUTIH,16000.0
2024-08-16,TELUR  Telur Ayam Broiler/Ras,30400.0
2024-08-16,TELUR  Telur Ayam Kampung,91000.0
2024-08-16,TEMPE,11500.0
2024-08-16,TEPUNG TERIGU Segi Tiga Biru (kw Medium),12667.0
2024-08-16,UDANG BASAH UK. SEDANG,63333.0
2024-08-17,BAWANG BOMBAY,33333.666666666664
2024-08-17,BAWANG MERAH Lokal,21111.333333333332
2024-08-17,BAWANG PUTIH HONAN,38000.0
2024-08-17,BERAS MEDIUM Matahari,14000.0
2024-08-17,BERAS MEDIUM Sendok,14000.0
2024-08-17,BERAS PREMIUM 118/AAA,15133.0
2024-08-17,BERAS PREMIUM RM,15133.0
2024-08-17,CABE MERAH Besar,43777.666666666664
2024-08-17,CABE MERAH Keriting,43777.666666666664
2024-08-17,CABE RAWIT Hijau,57999.666666666664
2024-08-17,CABE RAWIT Merah,72222.0
2024-08-17,DAGING Daging Ayam Broiler (Bersih),32667.0
2024-08-17,DAGING Daging Sapi Paha Belakang,135000.0
2024-08-17,DAGING Daging Sapi Paha Depan,135000.0
2024-08-17,DAGING Daging Sapi Sandung Lamur,120000.0
2024-08-17,DAGING Daging Sapi Tetelan,78333.0
2024-08-17,GARAM BERYODIUM Halus,10000.0
2024-08-17,GULA PASIR CURAH Curah,16667.0
2024-08-17,GULA PASIR CURAH PSM,18000.0
2024-08-17,IKAN ASIN TERI,71667.0
2024-08-17,IKAN SEGAR Kembung,26667.0
2024-08-17,IKAN SEGAR Tongkol,26667.0
2024-08-17,JERUK LOKAL,20000.0
2024-08-17,KACANG KEDELAI Impor,15167.0
2024-08-17,KACANG-KACANGAN Kacang Hijau,23333.0
2024-08-17,KACANG-KACANGAN Kacang Tanah,27667.0
2024-08-17,KETELA POHON,3500.0
2024-08-17,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-08-17,MINYAK GORENG Fortune,17000.0
2024-08-17,MINYAK GORENG Minyak Kita,16000.0
2024-08-17,PISANG AMBON,9555.666666666666
2024-08-17,SUSU BUBUK Dancow Vanila,55000.0
2024-08-17,SUSU BUBUK SGM Vanila,45000.0
2024-08-17,SUSU KENTAL MANIS Merk Frisian Flag Vanila,12667.0
2024-08-17,TAHU PUTIH,16000.0
2024-08-17,TELUR  Telur Ayam Broiler/Ras,30400.0
2024-08-17,TELUR  Telur Ayam Kampung,91000.0
2024-08-17,TEMPE,11500.0
2024-08-17,TEPUNG TERIGU Segi Tiga Biru (kw Medium),12667.0
2024-08-17,UDANG BASAH UK. SEDANG,59999.666666666664
2024-08-18,BAWANG BOMBAY,34000.333333333336
2024-08-18,BAWANG MERAH Lokal,21555.666666666668
2024-08-18,BAWANG PUTIH HONAN,38000.0
2024-08-18,BERAS MEDIUM Matahari,14000.0
2024-08-18,BERAS MEDIUM Sendok,14000.0
2024-08-18,BERAS PREMIUM 118/AAA,15133.0
2024-08-18,BERAS PREMIUM RM,15133.0
2024-08-18,CABE MERAH Besar,43222.333333333336
2024-08-18,CABE MERAH Keriting,43222.333333333336
2024-08-18,CABE RAWIT Hijau,57666.333333333336
2024-08-18,CABE RAWIT Merah,71111.0
2024-08-18,DAGING Daging Ayam Broiler (Bersih),32667.0
2024-08-18,DAGING Daging Sapi Paha Belakang,135000.0
2024-08-18,DAGING Daging Sapi Paha Depan,135000.0
2024-08-18,DAGING Daging Sapi Sandung Lamur,120000.0
2024-08-18,DAGING Daging Sapi Tetelan,78333.0
2024-08-18,GARAM BERYODIUM Halus,10000.0
2024-08-18,GULA PASIR CURAH Curah,16667.0
2024-08-18,GULA PASIR CURAH PSM,18000.0
2024-08-18,IKAN ASIN TERI,71667.0
2024-08-18,IKAN SEGAR Kembung,26667.0
2024-08-18,IKAN SEGAR Tongkol,26667.0
2024-08-18,JERUK LOKAL,20000.0
2024-08-18,KACANG KEDELAI Impor,15167.0
2024-08-18,KACANG-KACANGAN Kacang Hijau,23333.0
2024-08-18,KACANG-KACANGAN Kacang Tanah,27667.0
2024-08-18,KETELA POHON,3500.0
2024-08-18,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-08-18,MINYAK GORENG Fortune,17000.0
2024-08-18,MINYAK GORENG Minyak Kita,16000.0
2024-08-18,PISANG AMBON,9111.333333333334
2024-08-18,SUSU BUBUK Dancow Vanila,55000.0
2024-08-18,SUSU BUBUK SGM Vanila,45000.0
2024-08-18,SUSU KENTAL MANIS Merk Frisian Flag Vanila,12667.0
2024-08-18,TAHU PUTIH,16000.0
2024-08-18,TELUR  Telur Ayam Broiler/Ras,30400.0
2024-08-18,TELUR  Telur Ayam Kampung,91000.0
2024-08-18,TEMPE,11500.0
2024-08-18,TEPUNG TERIGU Segi Tiga Biru (kw Medium),12667.0
2024-08-18,UDANG BASAH UK. SEDANG,56666.333333333336
2024-08-19,BAWANG BOMBAY,34667.0
2024-08-19,BAWANG MERAH Lokal,22000.0
2024-08-19,BAWANG PUTIH HONAN,38000.0
2024-08-19,BERAS MEDIUM Matahari,14000.0
2024-08-19,BERAS MEDIUM Sendok,14000.0
2024-08-19,BERAS PREMIUM 118/AAA,15133.0
2024-08-19,BERAS PREMIUM RM,15133.0
2024-08-19,CABE MERAH Besar,42667.0
2024-08-19,CABE MERAH Keriting,42667.0
2024-08-19,CABE RAWIT Hijau,57333.0
2024-08-19,CABE RAWIT Merah,70000.0
2024-08-19,DAGING Daging Ayam Broiler (Bersih),32667.0
2024-08-19,DAGING Daging Sapi Paha Belakang,135000.0
2024-08-19,DAGING Daging Sapi Paha Depan,135000.0
2024-08-19,DAGING Daging Sapi Sandung Lamur,120000.0
2024-08-19,DAGING Daging Sapi Tetelan,78333.0
2024-08-19,GARAM BERYODIUM Halus,10000.0
2024-08-19,GULA PASIR CURAH Curah,16667.0
2024-08-19,GULA PASIR CURAH PSM,18000.0
2024-08-19,IKAN ASIN TERI,71667.0
2024-08-19,IKAN SEGAR Kembung,26667.0
2024-08-19,IKAN SEGAR Tongkol,26667.0
2024-08-19,JERUK LOKAL,20000.0
2024-08-19,KACANG KEDELAI Impor,15167.0
2024-08-19,KACANG-KACANGAN Kacang Hijau,23333.0
2024-08-19,KACANG-KACANGAN Kacang Tanah,27667.0
2024-08-19,KETELA POHON,3500.0
2024-08-19,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-08-19,MINYAK GORENG Fortune,17000.0
2024-08-19,MINYAK GORENG Minyak Kita,16000.0
2024-08-19,PISANG AMBON,8667.0
2024-08-19,SUSU BUBUK Dancow Vanila,55000.0
2024-08-19,SUSU BUBUK SGM Vanila,45000.0
2024-08-19,SUSU KENTAL MANIS Merk Frisian Flag Vanila,12667.0
2024-08-19,TAHU PUTIH,16000.0
2024-08-19,TELUR  Telur Ayam Broiler/Ras,30400.0
2024-08-19,TELUR  Telur Ayam Kampung,91000.0
2024-08-19,TEMPE,11500.0
2024-08-19,TEPUNG TERIGU Segi Tiga Biru (kw Medium),12667.0
2024-08-19,UDANG BASAH UK. SEDANG,53333.0
2024-08-20,BAWANG BOMBAY,34667.0
2024-08-20,BAWANG MERAH Lokal,22000.0
2024-08-20,BAWANG PUTIH HONAN,38000.0
2024-08-20,BERAS MEDIUM Matahari,14000.0
2024-08-20,BERAS MEDIUM Sendok,14000.0
2024-08-20,BERAS PREMIUM 118/AAA,15133.0
2024-08-20,BERAS PREMIUM RM,15133.0
2024-08-20,CABE MERAH Besar,41667.0
2024-08-20,CABE MERAH Keriting,41667.0
2024-08-20,CABE RAWIT Hijau,55667.0
2024-08-20,CABE RAWIT Merah,62667.0
2024-08-20,DAGING Daging Ayam Broiler (Bersih),32667.0
2024-08-20,DAGING Daging Sapi Paha Belakang,135000.0
2024-08-20,DAGING Daging Sapi Paha Depan,135000.0
2024-08-20,DAGING Daging Sapi Sandung Lamur,120000.0
2024-08-20,DAGING Daging Sapi Tetelan,78333.0
2024-08-20,GARAM BERYODIUM Halus,10000.0
2024-08-20,GULA PASIR CURAH Curah,16667.0
2024-08-20,GULA PASIR CURAH PSM,18000.0
2024-08-20,IKAN ASIN TERI,71667.0
2024-08-20,IKAN SEGAR Kembung,26667.0
2024-08-20,IKAN SEGAR Tongkol,26667.0
2024-08-20,JERUK LOKAL,21000.0
2024-08-20,KACANG KEDELAI Impor,15167.0
2024-08-20,KACANG-KACANGAN Kacang Hijau,23333.0
2024-08-20,KACANG-KACANGAN Kacang Tanah,27667.0
2024-08-20,KETELA POHON,3500.0
2024-08-20,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-08-20,MINYAK GORENG Fortune,17000.0
2024-08-20,MINYAK GORENG Minyak Kita,16000.0
2024-08-20,PISANG AMBON,8667.0
2024-08-20,SUSU BUBUK Dancow Vanila,55000.0
2024-08-20,SUSU BUBUK SGM Vanila,45000.0
2024-08-20,SUSU KENTAL MANIS Merk Frisian Flag Vanila,12667.0
2024-08-20,TAHU PUTIH,16000.0
2024-08-20,TELUR  Telur Ayam Broiler/Ras,30400.0
2024-08-20,TELUR  Telur Ayam Kampung,91000.0
2024-08-20,TEMPE,11500.0
2024-08-20,TEPUNG TERIGU Segi Tiga Biru (kw Medium),12667.0
2024-08-20,UDANG BASAH UK. SEDANG,43333.0
2024-08-21,BAWANG BOMBAY,33333.0
2024-08-21,BAWANG MERAH Lokal,22000.0
2024-08-21,BAWANG PUTIH HONAN,38000.0
2024-08-21,BERAS MEDIUM Matahari,14000.0
2024-08-21,BERAS MEDIUM Sendok,14000.0
2024-08-21,BERAS PREMIUM 118/AAA,15133.0
2024-08-21,BERAS PREMIUM RM,15133.0
2024-08-21,CABE MERAH Besar,41667.0
2024-08-21,CABE MERAH Keriting,41667.0
2024-08-21,CABE RAWIT Hijau,55667.0
2024-08-21,CABE RAWIT Merah,61667.0
2024-08-21,DAGING Daging Ayam Broiler (Bersih),32667.0
2024-08-21,DAGING Daging Sapi Paha Belakang,135000.0
2024-08-21,DAGING Daging Sapi Paha Depan,135000.0
2024-08-21,DAGING Daging Sapi Sandung Lamur,120000.0
2024-08-21,DAGING Daging Sapi Tetelan,78333.0
2024-08-21,GARAM BERYODIUM Halus,10000.0
2024-08-21,GULA PASIR CURAH Curah,16667.0
2024-08-21,GULA PASIR CURAH PSM,18000.0
2024-08-21,IKAN ASIN TERI,71667.0
2024-08-21,IKAN SEGAR Kembung,26667.0
2024-08-21,IKAN SEGAR Tongkol,28333.0
2024-08-21,JERUK LOKAL,20000.0
2024-08-21,KACANG KEDELAI Impor,15167.0
2024-08-21,KACANG-KACANGAN Kacang Hijau,23333.0
2024-08-21,KACANG-KACANGAN Kacang Tanah,27667.0
2024-08-21,KETELA POHON,3167.0
2024-08-21,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-08-21,MINYAK GORENG Fortune,17000.0
2024-08-21,MINYAK GORENG Minyak Kita,16000.0
2024-08-21,PISANG AMBON,8667.0
2024-08-21,SUSU BUBUK Dancow Vanila,55000.0
2024-08-21,SUSU BUBUK SGM Vanila,45000.0
2024-08-21,SUSU KENTAL MANIS Merk Frisian Flag Vanila,12667.0
2024-08-21,TAHU PUTIH,16000.0
2024-08-21,TELUR  Telur Ayam Broiler/Ras,30933.0
2024-08-21,TELUR  Telur Ayam Kampung,91000.0
2024-08-21,TEMPE,11500.0
2024-08-21,TEPUNG TERIGU Segi Tiga Biru (kw Medium),12667.0
2024-08-21,UDANG BASAH UK. SEDANG,43333.0
2024-08-22,BAWANG BOMBAY,33333.0
2024-08-22,BAWANG MERAH Lokal,20000.0
2024-08-22,BAWANG PUTIH HONAN,38000.0
2024-08-22,BERAS MEDIUM Matahari,14000.0
2024-08-22,BERAS MEDIUM Sendok,14000.0
2024-08-22,BERAS PREMIUM 118/AAA,15133.0
2024-08-22,BERAS PREMIUM RM,15133.0
2024-08-22,CABE MERAH Besar,41667.0
2024-08-22,CABE MERAH Keriting,41667.0
2024-08-22,CABE RAWIT Hijau,66500.0
2024-08-22,CABE RAWIT Merah,61667.0
2024-08-22,DAGING Daging Ayam Broiler (Bersih),32667.0
2024-08-22,DAGING Daging Sapi Paha Belakang,135000.0
2024-08-22,DAGING Daging Sapi Paha Depan,135000.0
2024-08-22,DAGING Daging Sapi Sandung Lamur,120000.0
2024-08-22,DAGING Daging Sapi Tetelan,78333.0
2024-08-22,GARAM BERYODIUM Halus,10000.0
2024-08-22,GULA PASIR CURAH Curah,16667.0
2024-08-22,GULA PASIR CURAH PSM,18000.0
2024-08-22,IKAN ASIN TERI,71667.0
2024-08-22,IKAN SEGAR Kembung,26667.0
2024-08-22,IKAN SEGAR Tongkol,25000.0
2024-08-22,JERUK LOKAL,20000.0
2024-08-22,KACANG KEDELAI Impor,15167.0
2024-08-22,KACANG-KACANGAN Kacang Hijau,23333.0
2024-08-22,KACANG-KACANGAN Kacang Tanah,27667.0
2024-08-22,KETELA POHON,3167.0
2024-08-22,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-08-22,MINYAK GORENG Fortune,17000.0
2024-08-22,MINYAK GORENG Minyak Kita,16000.0
2024-08-22,PISANG AMBON,10000.0
2024-08-22,SUSU BUBUK Dancow Vanila,55333.0
2024-08-22,SUSU BUBUK SGM Vanila,45333.0
2024-08-22,SUSU KENTAL MANIS Merk Frisian Flag Vanila,13000.0
2024-08-22,TAHU PUTIH,16000.0
2024-08-22,TELUR  Telur Ayam Broiler/Ras,30933.0
2024-08-22,TELUR  Telur Ayam Kampung,91000.0
2024-08-22,TEMPE,11500.0
2024-08-22,TEPUNG TERIGU Segi Tiga Biru (kw Medium),12667.0
2024-08-22,UDANG BASAH UK. SEDANG,55000.0
2024-08-23,BAWANG BOMBAY,33333.0
2024-08-23,BAWANG MERAH Lokal,20000.0
2024-08-23,BAWANG PUTIH HONAN,38000.0
2024-08-23,BERAS MEDIUM Matahari,14000.0
2024-08-23,BERAS MEDIUM Sendok,14000.0
2024-08-23,BERAS PREMIUM 118/AAA,15133.0
2024-08-23,BERAS PREMIUM RM,15133.0
2024-08-23,CABE MERAH Besar,39333.0
2024-08-23,CABE MERAH Keriting,39333.0
2024-08-23,CABE RAWIT Hijau,66500.0
2024-08-23,CABE RAWIT Merah,61667.0
2024-08-23,DAGING Daging Ayam Broiler (Bersih),32667.0
2024-08-23,DAGING Daging Sapi Paha Belakang,135000.0
2024-08-23,DAGING Daging Sapi Paha Depan,135000.0
2024-08-23,DAGING Daging Sapi Sandung Lamur,120000.0
2024-08-23,DAGING Daging Sapi Tetelan,78333.0
2024-08-23,GARAM BERYODIUM Halus,10000.0
2024-08-23,GULA PASIR CURAH Curah,16667.0
2024-08-23,GULA PASIR CURAH PSM,18000.0
2024-08-23,IKAN ASIN TERI,71667.0
2024-08-23,IKAN SEGAR Kembung,26667.0
2024-08-23,IKAN SEGAR Tongkol,25000.0
2024-08-23,JERUK LOKAL,20000.0
2024-08-23,KACANG KEDELAI Impor,15167.0
2024-08-23,KACANG-KACANGAN Kacang Hijau,23333.0
2024-08-23,KACANG-KACANGAN Kacang Tanah,27667.0
2024-08-23,KETELA POHON,3167.0
2024-08-23,MIE INSTANT Indomie rasa kari ayam,3000.0
2024-08-23,MINYAK GORENG Fortune,17000.0
2024-08-23,MINYAK GORENG Minyak Kita,16000.0
2024-08-23,PISANG AMBON,10000.0
2024-08-23,SUSU BUBUK Dancow Vanila,55333.0
2024-08-23,SUSU BUBUK SGM Vanila,45333.0
2024-08-23,SUSU KENTAL MANIS Merk Frisian Flag Vanila,13000.0
2024-08-23,TAHU PUTIH,16000.0
2024-08-23,TELUR  Telur Ayam Broiler/Ras,30933.0
2024-08-23,TELUR  Telur Ayam Kampung,91000.0
2024-08-23,TEMPE,11500.0
